article	date	svm	nb	sa-score	sa-rounded
"Taiwan rejection of murder suspect unveils real ‘political purposes’nA journalist takes pictures of a fire set by protesters in Hong Kong on Sunday. Photo: Wang Cong/GT The Taiwan regional authority's dodging of its responsibility in a murder suspect's investigation is propelled by ""political purposes,"" as the island's leaders fear that resolving the case might defuse unrest in Hong Kong, Chinese mainland observers said on Monday.Taiwan's ""justice chief"" Tsai Ching-hsiang said Monday that the case should be prioritized for review by the Hong Kong government. The Taiwan authority would provide formal judiciary assistance to Hong Kong to resolve the case and the case would not be solved privately, Radio Taiwan International reported.The move came after the Taiwan regional authority at the weekend rejected an attempt by Chan to turn himself into Taiwan authorities for trial and refused to grant him entry to the island.Mainland legal experts said it was unreasonable for Taiwan to pressure Hong Kong to further investigate the case.The case occurred on the island of Taiwan and as there's no extradition treaty between Hong Kong and the island, it was legally impossible for Hong Kong police to obtain evidence and investigate Chan, said Zhi Zhenfeng, a legal expert at the Chinese Academy of Social Sciences in Beijing.The Hong Kong government Sunday also rejected allegations of manipulation or political motives in the decision of murder suspect Chan Tong-kai to surrender himself to Taiwan police, and said Chan's decision was made without outside influence.Chan is wanted in Taiwan on murder charges and stands accused of killing his pregnant girlfriend during a holiday early last year.He later returned to Hong Kong, where he was arrested and convicted of money laundering.Chinese mainland experts said Monday that both pressuring Hong Kong authority for further investigation of the case and rejecting Chan's surrender showed the Taiwan authority had its own political purposes. The move had backfired on the island and thrown human rights into disregard.Chan's surrender offered a special means to resolve the unresolved issue, Li Xiaobing, an expert on Hong Kong, Macao and Taiwan studies, from Nankai University in Tianjin, told the Global Times.The surrender also cuts legal red tape and cooperation costs for Hong Kong and the island of Taiwan, Li said.Li said nearly four months of social unrest in Hong Kong was caused by Chan's case that he believed to have triggered the extradition bill.Hong Kong's turmoil gave the Taiwan authority many excuses to defame the ""one country, two systems"" principle, he said, noting that the last thing Taiwan wanted was for the chaos in Hong Kong to lose steam, and so the island's authorities would naturally strive to fuel further conflict.Speaking on a radio program on Saturday, Hong Kong Chief Executive Carrie Lam said she hoped Chan's decision would help calm social sentiments in Hong Kong.Zhao said the Taiwan authority fears any judicial interaction with Hong Kong may convey a signal that the island accepts ""two systems,"" especially approaching a sensitive time of next year's regional elections.Thus the Taiwan authority would rather risk the island's judicial impartiality to serve its selfish political purposes, the observers noted.Chan is due to be released from prison on Wednesday. Chan will then be free in Hong Kong as the Hong Kong government and police have no rights to restrict him, Zhi noted.""In this case, the Taiwan authority should accept his surrender, instead of refusing without legitimate reasons, he said. "	10/22/19	0	0	-0.9953	-1
"Taiwan authority is politicizing murder casenA journalist takes pictures of a fire set by protesters in Mong Kok, Hong Kong on Sunday. Photo: Wang Cong/GT Chan Tong-kai, who is suspected of murdering his pregnant girlfriend in Taiwan, will be released on Wednesday. He said he would surrender himself to Taiwan after his release. But Taiwan rejected the offer on Sunday, claiming Chan was manipulated to surrender and that this was Hong Kong's political maneuver.Chan allegedly killed his girlfriend in Taiwan in February last year and fled to Hong Kong. It is his case that prompted the Hong Kong government to amend the extradition bill and later triggered unprecedented social turmoil in Hong Kong. But before the anti-extradition bill protests emerged, Taiwan had already issued an arrest warrant for Chan, which is still valid today. Hong Kong's relevant law is strict in this regard. It cannot investigate and convict Chan for the murder because the incident occurred outside Hong Kong's jurisdiction. At this point, Chan is willing to turn himself in to Taiwan. The case is supposed to proceed in Taiwan.Yet in Taiwan, the course of the incident took a turn. Amid the escalating political chaos in Hong Kong, Taiwan authorities are trying to make a few political points. Plus, the ""presidential election"" is approaching. What if Chan's case brings unknown changes to the current Taiwan authorities' future approval ratings?Whether Chan decides to turn himself in voluntarily, or under manipulation as Taiwan claims, it would only be known after he arrives in Taiwan. Taiwan authorities could by then hype Chan being politically manipulated if that is the case. But it seems not confident in doing so. It is the Taiwan authorities who are calculating the case from political perspective.On the other hand, if Chan goes to Taiwan, how Taiwan judges will hardly have any impact on Hong Kong's street violence. Chan's case will not have a huge impact on Taiwan either and the island should make its legal judgment as it is supposed to do as a pure criminal case. But Taiwan authorities have been thinking too much about it. As the election approaches, the current Taiwan leader Tsai Ing-wen and her colleagues are highly sensitive and fully wary of any risks the case may bring to the Democratic Progressive Party's performance in the elections.The Taiwan-style elections, which are based on a Western-style political system, have gone extreme. The combination of ""presidential election"" and the topic of ""Taiwan secession"" have blurred a variety of issues which used to be very clear, and have confused public opinion. Because of the election, a criminal case cannot proceed in accordance with the law in Taiwan. The island's politics, being narrow-minded, is doomed to a bleak future. "	10/21/19	0	0	-0.9966	-1
"Hong Kong-linked hospital joins national organ transplantation platformnA screenshot of the entry for the organ donation registration platform at the University of Hong Kong-Shenzhen Hospital WeChat public account. The University of Hong Kong-Shenzhen Hospital (HKU-SZ Hospital) in South China's Guangdong Province has officially been linked with the country's major organ donation volunteer online registration platform, which is administered by the China Organ Transplant Development Foundation.Huang Jiefu, former vice minister of health and current head of the foundation, told the Global Times on Monday that he hopes that Hong Kong residents will be able to have organ transplant operations in the HKU-SZ hospital in the future.Volunteers including the hospital patients and residents from the mainland as well as those from the country's Hong Kong and Macao special administrative regions are now able to register their organ donation willingness with the platform via the hospital's WeChat public account, Shenzhen's local media reported on Monday.Zhao Hongtao, the secretary general of the foundation, said the hospital will play a bridging role between Hong Kong residents and mainland residents, as the hospital is well trusted by Hong Kong patients since it has a strong connection with the University of Hong Kong.""The HKU-SZ Hospital is operated well with a management team from the University of Hong Kong. Therefore it is already popular among Hong Kong residents, who can enjoy a cluster of favorable policies at the hospital from the Hong Kong Hospital Authority,"" Zhao told the Global Times on Monday.According to data Zhao provided to the Global Times on Monday, from 2010 to 2018, residents from Hong Kong, Macao and the island of Taiwan have had 1,155 organ transplant operations in the mainland, including 676 for Hong Kong residents. And as of the end of 2018, 536 residents from these regions were on the waiting list, including 313 from Hong Kong. In 2018, two Hong Kong residents made organ donations.As of Monday, more than 1.13 million volunteers have registered with the foundation. "	10/21/19	0	0	0.9819	1
"Dior urged to strengthen internal management after wrong map irritates net usersnA woman tries Dior perfume in a mall. Photo: IC Luxury brand Dior on Thursday issued a statement, apologizing for a staff member who used a map of China without the island of Taiwan at a corporate recruitment event and who incorrectly referred to Chinese territories.Dior issued a statement on China's Twitter-like Sina Weibo on Thursday, saying the staff member's expression did not represent the company's stance on China and promising to seriously handle the case.""Dior always respects and upholds the one-China principle, strictly maintains China's sovereignty and territorial integrity and values Chinese people's feelings,"" it read.But the statement did not satisfy some internet users, who urged the company to apologize and issue a statement outside the Chinese mainland on international social media.""It's possible that the individual staff member made the mistake, but this shows the company has problems in management and supervision,"" one user posted.Another posted, ""Please update the result of seriously handling the case or I doubt your staff members will learn the lesson.""An employee of the company reached by the Global Times declined an interview request, referring the reporter to the company statement.The row started at a campus recruitment talk held by Dior on Wednesday at Zhejiang Gongshang University in the East China province.At the event, a map of China without the island of Taiwan and South Tibet was displayed in slides.When a student questioned the mistake, a staff member replied, ""It may be because the picture is too small [for Taiwan] to be seen.""The excuse angered some mainland internet users, who posted that Chinese sovereignty and territorial integrity are ""sacred,"" ""inviolable"" and ""brook no division.""A Zhejiang Gongshang University student, who was at the site, told the Global Times Thursday that the audience applauded in support of the student who challenged the staff member.The attendee surnamed Zhang said she did not personally know the challenger, but her friends called the action ""very stern"" and ""very brave.""Chinese analysts noted that international brands commonly omit Chinese territories, which harms not only Chinese mainland consumer feelings, but also the brands themselves.Companies like Dior have strict internal controls, Yang Qingshan, a professor at the University of International Business and Economics in Beijing, told the Global Times on Thursday.""If there are mistakes, it can be interpreted as they didn't think it's an important issue,"" he said.Foreign brands should respect their market and consumers. They should also strengthen internal training and management to prevent similar mistakes, Yang said.Dior's revenue is expected to grow 18.7 percent this year to $6.96 billion, in part led by the explosive growth in China, media reports said, citing a report by Morgan Stanley. "	10/17/19	0	0	0.8807	1
"Surrender of HK murder suspect comes on his own accord: HK govtnMasked rioters hurl petro bombs in Causeway Bay, Hong Kong on August 31, 2019. Photo: Xinhua Hong Kong Special Administration Region (HKSAR) government denied false accusation Sunday that it influenced a suspect wanted for the alleged murder of his girlfriend who said earlier he is willing to hand himself over to Taiwan authorities.Chan Tong-kai, suspected of allegedly murdering his pregnant girlfriend in Taiwan and supposedly the reason Hong Kong Chief Executive Carrie Lam introduced the extradition bill, is considered to be the fuse that sparked the ongoing chaos in Hong Kong.In a letter to the city's leader, Chan said he would voluntarily hand himself over to Taiwan authorities after his release Wednesday.Facing accusations that claimed Chan was forced to surrender, HK government officials posted a statement Sunday on their website noting his decision was made without outside influence.The statement also said the HK government respects the rule of law and has always acted in accordance. Hong Kong does not have a law that allows Chan to be transferred to Taiwan, nor is there one on how to cooperate with Taiwan on criminal procedures.As Chan's surrender is voluntary, Taiwan will handle the case according to their legal procedures on voluntary surrender.The HK administration conveyed Chan's decision to Taiwanese authorities, and said it is willing to offer legal assistance during the investigation.Chan is serving a 29-month sentence for money laundering and could be released as early as Wednesday.Sing Tao Daily reported that Chan was remorseful after learning the extradition bill sparked social unrest.Chan said he hoped his surrender would ease tensions and restore calm in Hong Kong.Taiwan lawyers met with Chan earlier to discuss his case and familiarize him with their judicial process and prison conditions.Global Times "	10/20/19	0	0	-0.9716	-1
"Hong Kong enters 20th week of unrestnHK police fire water cannons with blue water and tear gas to dispel protesters illegally assembled in Mong Kok on Sunday. Photo: Wang Cong/GT Thousands of protesters took to Hong Kong's streets on Sunday defying a police ban on the assembly and once again turning the city into a theater for violence.During a rainless afternoon, protesters formed a phalanx of umbrellas in the narrow streets of Kowloon area. Some wore masks, despite a government ban. They asked journalists not to take their pictures, apparently showing their awareness of the law.Nearby stores were again closed for business, and security guards appeared to be on high alert outside shopping malls.Some protesters waved the Catalonia flag, echoing the pro-independence protests in Spain, where protesters clashed with police and Barcelona's Mayor Ada Colau pleaded for calm.On Sunday, water-filled barriers were placed outside West Kowloon station, where few people were spotted as police used loud speakers to ask passers-by to leave the area.China Railway suspended operations of several trains between the mainland and Hong Kong on Sunday. Online posts had indicated that rioters were planning to attack mainland people at the West Kowloon station.Hong Kong police said on Sunday night that they detonated a suspected bomb found at the intersection of Tong Mi Road and Lai Chi Kok Road on Sunday afternoon. The suspect object was a paper box with visible electric wires. The police investigation is ongoing.As unrest in Hong Kong entered the 20th week, rioters continued to target companies with mainland connections. On Sunday, they smashed and vandalized branches of several Chinese mainland banks including Bank of China and China Merchants Bank. They also ""mistakenly"" vandalized a branch of the Hong Kong-based Bank of East Asia near the Mong Kok MTR station.In Mong Kok, black-clad rioters set up barricades and hurled bricks and bottles at the police. Many public facilities including traffic lights and guard rails were destroyed.The Hong Kong police dispersed illegal protesters more quickly by deploying water cannons that sprayed blue water and firing tear gas.Soon-to-be released murder suspect Chan Tong-kai, whose alleged murder of his girlfriend was the reason Chief Executive of Hong Kong Special Administrative Region (HKSAR) Carrie Lam introduced an extradition bill which turned out to be the fuse of the current chaos in the city, wrote to the city's leader saying he will voluntarily turn himself over to Taiwan police.The HKSAR government said on Sunday that the decision of Chan to surrender himself to Taiwan authorities is purely out of his own free will. The allegations that Chan was manipulated to surrender or his decision was out of political maneuvering are totally groundless, a statement by the HKSAR government said.Chan is due to be released from prison on Wednesday after being convicted a year ago of minor charges including money laundering.Chan could never have imagined that his case would spark months-long protests in Hong Kong, Witman Hung Wai-man, principal liaison officer for Hong Kong at the Shenzhen Qianhai Authority, told the Global Times on Sunday.Taiwan media reports said Taiwan authorities will not allow Chan, and the pastor who persuaded him to surrender, to enter Taiwan.Hung said Chan's surrender will not ease the situation in Hong Kong and the refusal by Taiwan leader Tsai Ing-wen and her authorities not to allow Chan to enter Taiwan shows their hypocrisy and evil intentions. "	10/20/19	0	0	-0.9958	-1
"HK murder suspect willing to surrender to Taiwan authoritiesnRioters commit vandalism in Kowloon, Hong Kong on October 6. Photo: Xinhua Still remember whose case triggered the Hong Kong extradition bill row which eventually evolved into a months-long city-wide social turmoil? The suspect said he is willing to surrender to authorities in the Taiwan island.The Chief Executive of Hong Kong received a letter from the suspect Friday saying he decided to surrender himself to Taiwan, and requested the Hong Kong government to assist him in making relevant arrangement.Hong Kong-based Sing Tao Daily reported that Chan Tong-kai, who is serving a 29-month prison term for money laundering, could be released next Wednesday. He said he felt remorse and would like to turn himself in to Taiwan authorities for allegedly murdering his girlfriend in Taiwan.Chan's case prompted the Hong Kong Special Administrative Region government to propose an extradition bill, since no formal extradition agreement exists between Hong Kong and Taiwan. Chan was not sent to the island, but only charged for money laundering in Hong Kong.However, opposition to the bill has led to city-wide violent actions, which seriously disrupted social order and jeopardized the rule of law in Hong Kong.Reverend Peter Douglas Koon Ho-ming, provincial secretary general of the Anglican church in Hong Kong, said on Friday that he has visited Chan many times in the past months to convince him to surrender, and Chan has now realized that he has made big mistakes and would like to take responsibility, Sing Tao Daily reported on Friday.Chan said he felt remorseful after learning the bill had sparked social unrest, and he hopes that his surrender could calm the situation. Taiwan lawyers have visited Chan to discuss his case and introduce him to the judicial system and prison conditions of the island, the report said.Lee Kwai-wah, Senior superintendent of the Organized Crime and Triad Bureau of Hong Kong Police Force, said on Friday that Chan could go anywhere after being released, and that there was no reason to lengthen his prison term.Hong Kong lawyer Kennedy Wong Ying-ho told the Global Times on Friday that Chan's possible surrender is a good thing for the victim's family, but it will not ease the current social unrest in Hong Kong, as Hong Kong's current problem has gone far beyond the case.Chan allegedly murdered his then 20-year-old girlfriend Poon Hiu-wing during a trip to the island of Taiwan in February 2018. "	10/18/19	0	0	-0.9902	-1
"Dior urged to strengthen internal management after wrong map irritates net usersnA woman tries Dior perfume in a mall. Photo: IC Luxury brand Dior on Thursday issued a statement, apologizing for a staff member who used a map of China without the island of Taiwan at a corporate recruitment event and who incorrectly referred to Chinese territories.Dior issued a statement on China's Twitter-like Sina Weibo on Thursday, saying the staff member's expression did not represent the company's stance on China and promising to seriously handle the case.""Dior always respects and upholds the one-China principle, strictly maintains China's sovereignty and territorial integrity and values Chinese people's feelings,"" it read.But the statement did not satisfy some internet users, who urged the company to apologize and issue a statement outside the Chinese mainland on international social media.""It's possible that the individual staff member made the mistake, but this shows the company has problems in management and supervision,"" one user posted.Another posted, ""Please update the result of seriously handling the case or I doubt your staff members will learn the lesson.""An employee of the company reached by the Global Times declined an interview request, referring the reporter to the company statement.The row started at a campus recruitment talk held by Dior on Wednesday at Zhejiang Gongshang University in the East China province.At the event, a map of China without the island of Taiwan and South Tibet was displayed in slides.When a student questioned the mistake, a staff member replied, ""It may be because the picture is too small [for Taiwan] to be seen.""The excuse angered some mainland internet users, who posted that Chinese sovereignty and territorial integrity are ""sacred,"" ""inviolable"" and ""brook no division.""A Zhejiang Gongshang University student, who was at the site, told the Global Times Thursday that the audience applauded in support of the student who challenged the staff member.The attendee surnamed Zhang said she did not personally know the challenger, but her friends called the action ""very stern"" and ""very brave.""Chinese analysts noted that international brands commonly omit Chinese territories, which harms not only Chinese mainland consumer feelings, but also the brands themselves.Companies like Dior have strict internal controls, Yang Qingshan, a professor at the University of International Business and Economics in Beijing, told the Global Times on Thursday.""If there are mistakes, it can be interpreted as they didn't think it's an important issue,"" he said.Foreign brands should respect their market and consumers. They should also strengthen internal training and management to prevent similar mistakes, Yang said.Dior's revenue is expected to grow 18.7 percent this year to $6.96 billion, in part led by the explosive growth in China, media reports said, citing a report by Morgan Stanley. "	10/17/19	0	0	0.8807	1
"Dior’s map of China omits the island of Taiwan, angering Chinese peoplenA model walks the runway at Dior's Dubai fashion show on Monday. Photo: IC Well-known cosmetics brand Dior has issued a Chinese statement apologizing for one of its staff members displaying a map of China that omitted the island of Taiwan at a company recruitment event on Wednesday. Following the apology, Chinese net users urged the brand to make an apology on foreign social media platforms.On Wednesday, a screenshot of a WeChat Moments post began to go viral on Sina Weibo, China's equivalent to Twitter.The post read that a luxury brand had held a campus recruitment talk, which was accompanied by projected slides, at a Chinese university. During the talk, a student asked, ""Why doesn't the map [on the slide] show the island of Taiwan?""A staff member of the brand replied, ""It may be because the picture [of the map] is too small [for Taiwan] to be seen.""The student continued, ""I believe the island of Taiwan is bigger than [the section of] the South China's Hainan Province [which can be seen on the map].""Later, it was revealed that the brand in question was Dior. Chinese net users questioned whether or not Dior believed the island of Taiwan to be a part of China.At 2 am on Thursday, Christian Dior Commercial (Shanghai) Co made a statement on Sina Weibo, saying that the individual staff member's incorrect statement does not represent the company's continuous stance on China. ""Dior always respects and maintains the one-China principle, strictly maintains China's sovereignty and territorial integrity and values Chinese people's feelings,"" the company said.""We're deeply concerned about the individual staff member's mistake and will definitely learn from the incident and avoid similar mistakes,"" it continued.The hashtag Diorstatement has become a trending topic on Sina Weibo, with nearly 4,000 net users having commenting below Dior's statement within seven hours.A net user named mangguolaojuxing said, ""It's possible that the individual staff member made the mistake and they do not represent Dior's stance, but this shows the company has problems in management and supervision. China's territorial integrity and sovereignty are sacred and inviolable…Please make a statement (including a picture) on your foreign social media accounts, or you'll lose Chinese consumers.""Another net user named franege said, ""We accept [Dior's] apology. But remember to deal with the staff member. Plus, please teach your staff about China's geography. Don't always blame your staff for any mistake. Don't make any mistake more than three times."" "	10/17/19	0	0	-0.3707	-1
"China, Nepal upgrade tiesnChinese President Xi Jinping (left) shakes hands with Nepal’s Prime Minister K.P. Sharma Oli (right) in Kathmandu on Sunday. Nepal rolled out the red carpet on Saturday for China’s president, the first Chinese head of state to visit for 23 years. Photo: AFP Chinese President Xi Jinping said on Sunday during his visit in Nepal that anyone attempting to split China will be crushed and any external force backing such attempts will be deemed by the Chinese people as pipe-dreaming.Xi made the remarks during talks with Nepal's Prime Minister K.P. Sharma Oli, who said his country firmly supports China in safeguarding its sovereignty and territorial integrity and stands firm in upholding the one-China policy.Nepal, added Oli, will never allow any force to use its territory for separatist activities against China.Dai Yonghong, a professor and academic member of the China Center of South Asia Studies at Sichuan University, told the Global Times on Sunday that such a strong and clear signal sent by the Chinese top leader is a stern warning to not only Tibetan separatists, but also other separatist forces in Xinjiang , Taiwan and Hong Kong.Given Nepal's special geostrategic position between China's Tibet Autonomous Region and India, the US-led West has been lobbying Nepal's certain forces to strengthen cooperation with the West so that the West can use Nepal as a lever in the US Indo-Pacific strategy, noted Dai.The remarks made by leaders of China and Nepal are also a strong warning to the West not to exploit Nepal's geostrategic importance, Dai added.Xi arrived in Kathmandu, capital of Nepal on Saturday afternoon from Chennai after an informal summit with Indian Prime Minister Narendra Modi. This is the first state visit by a Chinese head of state to Nepal in 23 years.The Chinese president said he appreciated Nepal's firm adherence to the one-China policy, saying that China will as always support Nepal in safeguarding its national independence, sovereignty and territorial integrity. A big screen broadcasts shots with Chinese elements on the street of Kathmandu, Nepal on October 11. Photo: VCG Lifting ties BRI connection Act as a bridge During a bilateral talk between Xi and President Bidya Devi Bhandari on Saturday, the two leaders agreed to upgrade relations between the two countries to a strategic partnership of cooperation featuring ever-lasting friendship for development and prosperity.Xi called on the two sides to consolidate the political foundation of bilateral ties, and set building of a community with a shared future as a long-term goal for the development of China-Nepal relations, according to the Xinhua News Agency.The two sides should build an all-round cooperation pattern, carry out the construction of a trans-Himalayan connectivity network, and expand exchanges and cooperation in various fields, Xi said.""The new relationship, featuring development and prosperity and dubbed a 'trans-Himalaya' friendship, shows that Nepal has realized that China is a significant partner that could help it realize its development prospects, especially economic development,"" Long Xingchun, a senior research fellow at the Charhar Institute and director of the Center for Indian Studies at China West Normal University, told the Global Times on Sunday.In a joint statement released on Sunday, the two agreed to intensify implementation of the memorandum of understanding on cooperation under the China-proposed Belt and Road Initiative (BRI), to enhance connectivity in ports, roads, railways, aviation and communications with the overarching framework of trans-Himalayan Multi-Dimensional Connectivity Network.Recalling a railway cooperation memorandum of understanding signed in June 2018, the two sides agreed to conduct a feasibility study for a China-Nepal Cross Border Railway.As the countries further connect, trade and investment, post-disaster reconstruction, energy and tourism will also be further boosted.In the joint statement, the two vowed to take BRI as an opportunity to deepen mutually beneficial cooperation in all fields in a comprehensive manner, respect each other's independence, sovereignty and territorial integrity, and core interests.The two also reiterated a commitment to study the possibility of cooperation for the development of three north-south economic corridors in Nepal - Koshi, Gandaki and Karnali - in order to create jobs, improve local livelihoods and stimulate economic growth and development.The two sides also exchanged and signed on Sunday a list of border management instruments, legal assistance on criminal issues and protection of Mount Qomolangma, known internationally as Mount Everest.China is now Nepal's largest investor and second-largest trade partner. In 2018, trade between China and Nepal reached $1.1 billion, an increase of 11.7 percent year-on-year, according to media reports.Nepal's officials also refuted the so-called debt trap accusation over its participation in BRI.Kundan Aryal, press advisor to Prime Minister Oli, called the debt trap ""propaganda"" in an interview with the Global Times, saying that the ""propaganda is not in place here in Nepal and we are not going to listen to propaganda like that.""Some people were trying to provoke it, while all the parties here have reached a consensus that Nepal wants to benefit from the BRI and people hope that they can benefit from a big economic power, Aryal added.Experts noted China's cooperation with Nepal will contribute to the prosperity and stability of South Asia.""To achieve its development goal, Nepal will need India's resources, but it will also need China. The BRI projects will be a historic development opportunity for Nepal, and the landlocked country could now link to the world through China's help,"" Long said.Long further noted that China's good economic relationship with Nepal will not hamper India's interests in Nepal, as China also supports Nepal to keep a good relationship with India, Long said, adding that India and China can participate in the China-Nepal cooperation as much as possible.In 2018, the leaders of China and India agreed to discuss the possibility of establishing a China-India-Nepal Economic Corridor to boost the development of the three countries.In the context of the improvement of China-India strategic mutual trust, Nepal, neighbor to the two most dynamic economic powers in the world, can completely transform its geopolitical disadvantages into geo-economic advantages, Chinese experts noted.Nepal can not only use the resources of China and India to promote its own economic development, but can act as a bridge between China and India, they said. "	10/13/19	0	0	0.9992	1
"Tsai’s speech malign, ridiculousnIn a speech on Thursday, Taiwan regional leader Tsai Ing-wen hyped the mainland's ""diplomatic offensives and military coercion"" and said the mainland is ""threatening to impose"" the ""one country, two systems"" principle on Taiwan. She recounted the ""serious challenges"" Taiwan had faced over the past 70 years, saying that ""we wipe away our tears and stand up once again.""Tsai also mentioned the so-called three goals of the future - ""to defend our sovereignty,"" ""continue to build a stronger Taiwan and bolster our economic capabilities to create a prosperous society and powerful country"" and ""actively engage with the world and overcome challenges, so that the Republic of China (Taiwan) can hold its head high on the international stage with confidence."" Tsai did not forget to brag about her political achievements, but she only said a few words about it because there was nothing much to say.Obviously, Tsai wants to wangle votes by creating panic and intensifying cross-Straits confrontation. She said ""we will not act provocatively or rashly,"" which reflects her trembling heart. In the context of Taiwan's current condition and the cross-Straits situation, Tsai's speech is malign and ridiculous.First, does the island have ""sovereignty?"" Taiwan is an inalienable part of China. This is an ironclad fact recognized by the whole world. Since Tsai took office three years ago, Taiwan has lost seven ""diplomatic allies."" Based on the trend, it may soon lose all. What Tsai referred to as ""sovereignty"" is nonexistent. How can the island defend it?Second, since the Tsai authority always messes things up, how can Taiwan develop its economy? Taiwan's ""ministry of finance"" released Monday the island's export data for September, showing a decline beyond expectations. The unemployment rate in Taiwan remains high and wages have remained stagnant. Since Tsai assumed office, cross-Straits relations have deteriorated drastically, and Taiwan's tourism industry and agricultural exports have suffered a blow. Poor cross-Straits relations will lead to a poor economy in Taiwan. This is common sense.Third, because Tsai refuses to recognize the 1992 Consensus, will there be any space for Taiwan in the international community? Tsai is boasting without shame. Are there any formal international occasions that Taiwan can engage in? The island can only send uninvited representatives. Even netizens in Taiwan pour ridicule on them.Tsai made up to the Western countries in her speech on October 10, 2018, but she said nothing about them on Thursday. Obviously, Tsai intended to raise her status by bonding the island with the US tighter last year. However, after one year, Tsai realized she had gained nothing from such a move and began to be aware of the high risk of being a chess piece of the US. In the past year, Tsai could have clearly seen the fact that she doesn't mean much to Washington.What hasn't changed is Tsai and her Democratic Progressive Party's attitude against reunification. This has pushed the island to the edge of the cliff. We don't know what was in Tsai's mind after she watched the military parade held on National Day in Beijing. What we know is confronted with such power and the strong will of the mainland, the island can easily see the consequences. "	10/10/19	0	0	-0.901	-1
"Chinese netizen uses Butterfly Effect to show how series of unrelated events led to NBA uproarnDaryl Morey. Photo: VCG A Chinese netizen has posted an example of the Butterfly Effect on Sina Weibo, in which a murder in the island of Taiwan has fluttered through time and led to the cancellation of NBA exhibition games in the Chinese mainland.The netizen's hypothesis, explaining a trail of unfortunate and seemingly unrelated events, was the most searched item on Sina Weibo, China's Twitter-like social media platform on Tuesday, with many foreign netizens joining the discussion on platforms such as Twitter and Reddit.It all starts in February 2018 with a man from Hong Kong being accused of murdering his pregnant girlfriend in Taiwan and fleeing back to Hong Kong.Then the government of the Hong Kong Special Administrative Region decided in June to amend an extradition bill that would allow it to send the accused murderer back to Taiwan.The amendment would have also established an extradition process for accused criminals wanted in the Chinese mainland. The amendment then triggers a series of protests in Hong Kong that have often led to riots that have resulted in injuries, arrests and great economic losses.Zoom ahead in time to Saturday when Daryl Morey, general manager of Houston Rockets, re-tweeted a message expressing solidarity with the Hong Kong protesters. Although the tweet has been deleted, it was seen as inflammatory and sparked a stormy criticism in the Chinese mainland.Chinese sportswear brand Anita has suspended negotiations with the NBA, saying Chinese basketball fans were dissatisfied with Morey's ""erroneous"" remarks.China Central Television (CCTV) and Chinese live streaming platform Tencent said on Tuesday that they will immediately suspend broadcasts of NBA pre-season games in China.""This is a good example of the Butterfly Effect,"" a Twitter user wrote. "	10/9/19	0	0	-0.988	-1
"China-Solomon Islands ties get boostnPrime Minister of the Solomon Islands Manasseh Sogavare Photo: VCG China's Foreign Ministry said the visit of Solomon Islands Prime Minister Manasseh Sogavare to China will enhance the trust and deepen the relations between the two countries, which experts noted will serve as a model to countries still sharing ""diplomatic ties"" with the island of Taiwan.Sogavare presented a wreath at the Monument to the People's Heroes at the Tiananmen Square in Beijing on Tuesday afternoon after arriving in the capital, the Xinhua News Agency reported.It is the first time for a Solomon Islands prime minister to visit China after the establishment of diplomatic ties between the two countries, which will be significant to the development of China-Solomon Islands relations, Geng Shuang, a spokesperson of China's Ministry of Foreign Affairs , said at a press conference in Beijing on Tuesday.Chinese President Xi Jinping and Premier Li Keqiang will exchange views with Sogavare on bilateral relations and other issues of common concern during their meetings.The Solomon Islands cut ""diplomatic ties"" with China's island of Taiwan on September 16 and established official relations with the Chinese mainland on September 21.Experts predict that the two countries would probably reach agreements on economy, infrastructure, education, tourism, culture and technology during Sogavare's visit, which will last until Sunday.""The Solomon Islands is an important country along the sea route part of the Belt and Road Initiative, which is abundant in mineral resources, fisheries and tropical crops, such as coconut oil, coffee and cocoa,"" Xu Guangyu, a senior Chinese expert on foreign affairs, told the Global Times on Tuesday.""China can help the islands develop deep processing of agricultural and mineral products and build piers, transportation and power plants to foster trade,"" Xu said.China is the largest trading partner of the Solomon Islands, Geng said.In 2018, the China-Solomon Islands trade reached $750 million, according to the Chinese Foreign Ministry.""The visit shows that the Solomon Islands attaches great importance to its relations with China, which accords with the former's national interests,"" Yang Lixian, a research fellow at the Beijing-based Research Center of Cross-Straits Relations, told the Global Times on Tuesday.She noted that the results of China-Solomon Islands cooperation will show that ""a community with a share future for mankind"" is not an empty promise and will serve as a model to countries that still keep ""diplomatic ties"" with Taiwan island.""It also shows that, as China's influence grows, countries in these regions will no longer be intimidated and prevented by Western forces such as the US and Australia from cooperating with China,"" Yang said.According to the Taiwan government's website, 15 countries still have ""diplomatic ties"" with Taiwan Island, including the Holy See, Palau and Paraguay. "	10/8/19	0	0	0.9619	1
"Tourists go sightseeing in Ali Mountain in Taiwan, SE ChinanPhoto taken on Oct. 7, 2019 shows the scenery of Ali Mountain in Taiwan, southeast China. (Xinhua/Chen Bin) Photo taken on Oct. 7, 2019 shows the scenery of Ali Mountain in Taiwan, southeast China. (Xinhua/Chen Bin) Photo taken on Oct. 7, 2019 shows the scenery of Ali Mountain in Taiwan, southeast China. (Xinhua/Chen Bin) A train runs in the forests of Ali Mountain in Taiwan, southeast China, Oct. 7, 2019. Many tourists take the train on the Ali Mountain for sightseeing. (Xinhua/Chen Bin) "	10/8/19	0	0	0	0
