tweet	date	svm	nb	sa-score	sa-rounded
"At least 12 people were injured and two were killed when a bridge collapsed during the morning commute in Taiwan, sending an oil tanker truck plummeting into fishing boats below. https://t.co/X6WlbCBo0Y https://t.co/YIxOi6DRe7 "	10/1/19	0	0	-0.8519	-1
"The Solomon Islands government has voted to establish diplomatic relations with Beijing over Taipei, whittling Taiwan's already shrinking number of diplomatic allies down to 16 https://t.co/Z1XEQN162X "	9/17/19	0	0	0.0772	1
Taiwan has warned citizens against traveling to Hong Kong or mainland China after a Taiwanese businessman was detained following a visit to the protest-wracked city https://t.co/qeTsrkyRvy 	9/12/19	0	0	-0.5859	-1
"The Trump administration has formally approved a major $8 billion arms sale to Taiwan involving 66 new F-16C/D fighter jets, the State Department announced https://t.co/3ZLngeMOSB "	8/20/19	0	0	0.5267	1
"The Trump administration has informally greenlit a potential major arms sale to Taiwan involving dozens of new F-16 fighter jets, according to administration officials and others familiar with the matter. https://t.co/ZTTpB0ETr1 "	8/16/19	0	0	0.1779	1
"Officials are investigating the death of a passenger who fell into the ocean from the 11th deck of a cruise ship, according to Taiwanese news agency CNA. https://t.co/B5HmPDGiVK "	8/13/19	0	0	-0.5994	-1
"Luxury brands Coach, Versace and Givenchy have apologized to Chinese consumers for T-shirts that seemingly referred to Hong Kong, Macau and Taiwan as independent from China https://t.co/ICU5r45FM0 https://t.co/ISMH64LJUD "	8/13/19	0	0	0.3182	1
"Luxury brands Coach, Versace and Givenchy have apologized to Chinese consumers for T-shirts that seemingly referred to Hong Kong, Macau and Taiwan as independent from China https://t.co/4WzpZ7Vdpf https://t.co/hYeAzDBNbt "	8/13/19	0	0	0.3182	1
"Luxury brands Coach, Versace and Givenchy have apologized to Chinese consumers for T-shirts that seemingly referred to Hong Kong, Macau and Taiwan as independent from China https://t.co/iOwzg9BhmN https://t.co/lHvh2vTrtg "	8/12/19	0	0	0.3182	1
"Residents in Taiwan and Japan are bracing for Typhoon Lekima, which could become a super typhoon by the time it hits a Japanese island chain on Thursday https://t.co/LcjJuQwnVe "	8/8/19	0	0	0.5994	1
"The Chinese government announced Wednesday that it will suspend a program allowing solo tourists from 47 cities to visit Taiwan, amid rising cross-strait tensions https://t.co/yKZkePZo1T "	7/31/19	0	0	-0.6124	-1
"The US Navy sailed a warship through the Taiwan Strait, a move that came on the same day Beijing warned that it would not rule out using force against self-governed Taiwan to block any move toward formal independence https://t.co/2WeKNy0m7b "	7/24/19	0	0	-0.6908	-1
Why was the Taiwan flag removed from Tom Cruise's 'Top Gun' jacket? https://t.co/quEO1aooqu 	7/22/19	0	1	-0.1531	-1
China held military drills off the coast of Taiwan as tensions rise between Beijing and Washington over US support for the island that China views as a part of its territory. https://t.co/LVj2APUNAi 	7/15/19	0	0	0	0
"The Trump administration has approved selling Abrams tanks and Stinger missiles to Taiwan, a major potential arms sale that is bound to irk Beijing and comes as the administration seeks to negotiate a major trade agreement with China https://t.co/WPS6L2EVmj "	7/8/19	0	0	0.7184	1
"Classified as ""endangered"" by the Taiwan government, Formosan black bears are being pushed to the brink of extinction by illegal hunting and land clearing https://t.co/oXStgCwGyH "	6/9/19	0	1	-0.5574	-1
"A charter flight carrying 94 Taiwanese criminal suspects arrived in Beijing from Spain, making it the first large-scale extradition from Europe to China, state media reported https://t.co/mJbErcp9ty "	6/7/19	0	0	-0.7003	-1
"Amber Wang took the hand of her new wife, Kristin Huang, in Taipei, Taiwan, Friday, making history as one of the first same-sex couples to marry in Asia. Across the island of 24 million, the first gay and lesbian couples in Asia legally tied the knot. https://t.co/dzxrXRFqWl https://t.co/v0oiBPF5Js "	5/25/19	0	0	0.5574	1
"Amber Wang took the hand of her new wife, Kristin Huang, in Taipei, Taiwan, Friday, making history as one of the first same-sex couples to marry in Asia. Across the island of 24 million, the first gay and lesbian couples in Asia legally tied the knot. https://t.co/2yQypi2aGm https://t.co/t7UBNaPLgd "	5/24/19	0	0	0.5574	1
"Amber Wang took the hand of her new wife, Kristin Huang, in Taipei, Taiwan, Friday, making history as one of the first same-sex couples to marry in Asia. Across the island of 24 million, the first gay and lesbian couples in Asia legally tied the knot. https://t.co/IgRC74i7UM https://t.co/okWKcLbyaQ "	5/24/19	0	0	0.5574	1
"After years of fierce debate, Taiwan is celebrating the first same-sex weddings in Asia today https://t.co/490DZtmbuj https://t.co/E7VrK2HHnE "	5/24/19	0	0	0.5719	1
"Today, Taiwan celebrates the first same-sex weddings in Asia. As of 10 am local time, 166 same-sex couples had already registered their marriages https://t.co/490DZtmbuj https://t.co/OOnKr4Bknh "	5/24/19	0	0	0.5719	1
"On Friday, as the first same-sex weddings take place in Taiwan, China's LGBTQ community will be watching with mixed feelings. https://t.co/8hro1aiJRb "	5/23/19	0	0	0	0
"On Friday, as the first same-sex weddings take place in Taiwan, China's LGBTQ community will be watching with mixed feelings. https://t.co/9Q6uARWonH "	5/23/19	0	0	0	0
"On Friday, as the first same-sex weddings take place in Taiwan, China's LGBTQ community -- some of whom are just 100 kilometers away -- will be watching with mixed feelings. https://t.co/Vq4ocvxEnV "	5/23/19	0	0	0	0
"When Chinese gay rights activist Peng Yanhui heard that Taiwan had approved a bill legalizing same-sex marriage on May 17 as he boarded a flight, he burst into tears of joy. "	5/23/19	0	0	0.6908	1
"An inflatable artwork depicting the infamous ""Tank Man"" incident has appeared in Taiwan's capital, Taipei, nearly two weeks before the 30th anniversary of the 1989 Tiananmen Square crackdown in Beijing. https://t.co/GMr3M6uKtg https://t.co/D0bowIPyoO "	5/22/19	0	0	0	0
"Lawmakers in Taiwan approved a bill legalizing same-sex marriage, making it the first place in Asia to pass gay marriage legislation https://t.co/BBnWUvynTw "	5/18/19	0	1	0.4215	1
Taiwan just became the first place in Asia to pass gay marriage legislation https://t.co/1VVHFxvXnj 	5/17/19	0	1	0	0
"JUST IN: Lawmakers in Taiwan have approved a bill legalizing same-sex marriage, making it the first place in Asia to pass gay marriage legislation https://t.co/dFcCoNXWWn "	5/17/19	0	1	0.4215	1
"Taiwanese businessman and presidential hopeful Terry Gou has met with US businessman and current President Donald Trump, and received this advice: Being president is a tough job. https://t.co/FBhKRruQDu https://t.co/caFgeoDN2l "	5/2/19	0	0	0.4215	1
Doctors treating a Taiwanese woman for a swollen eye found four tiny bees living under her left eyelid https://t.co/APwKUoPDj3 	4/14/19	0	0	0	0
Doctors treating a Taiwanese woman for a swollen eye found four tiny bees living under her left eyelid https://t.co/MiHPGqXevT 	4/10/19	0	0	0	0
Doctors treating a Taiwanese woman for a swollen eye found four tiny bees living under her left eyelid https://t.co/QtbtiFiN6c https://t.co/uxEWtNT059 	4/10/19	0	0	0	0
Doctors treating a Taiwanese woman for a swollen eye found four tiny bees living under her left eyelid https://t.co/y2hXWdLvHx 	4/10/19	0	0	0	0
Welcome to Taiwan's cat village https://t.co/JbpROzxLRm https://t.co/lRr8u4z4pG 	4/2/19	0	0	0.4588	1
Welcome to Taiwan's cat village https://t.co/BvXZKYOvOi https://t.co/1XL6wYLa2d 	4/2/19	0	0	0.4588	1
"Taiwan has accused China of ""reckless and provocative"" action, after two Chinese air force jets crossed a maritime border separating the island from the mainland https://t.co/D6IIoavHBL https://t.co/mvSFhK5eYc "	4/1/19	0	0	-0.5994	-1
Welcome to Taiwan's cat village https://t.co/cghYJ1Ymnu https://t.co/lSdnF2rT9N 	4/1/19	0	0	0.4588	1
"The United States sailed two ships through the Taiwan Strait, Sunday, in an operation that comes as top officials from the Trump administration prepare to travel to Beijing for high-level trade talks https://t.co/kANnUEhzDT https://t.co/lebOhPgMgp "	3/25/19	0	0	0.5574	1
"The United States sailed two ships through the Taiwan Strait, Sunday, in an operation that comes as top officials from the Trump administration prepare to travel to Beijing for high-level trade talks https://t.co/2FuypmSCBH https://t.co/gqHmBG2bpe "	3/25/19	0	0	0.5574	1
"Taiwan's President Tsai Ing-wen tells CNN that the military threat posed by China is growing ""every day"" -- and that any country in Asia would face similar threats ""if it no longer wants to submit to the will of China"" https://t.co/r0whaeSOvB https://t.co/ijOkZFwiTb "	2/20/19	0	0	-0.7717	-1
"Taiwan President Tsai Ing-wen has told CNN that she will run for re-election as the island's leader in 2020, despite her flagging popularity and growing hostility from Beijing https://t.co/6q9n3WK5Ro "	2/19/19	0	0	-0.6546	-1
"These days, it's all about swiping right to find a partner. But some Taiwan residents have another method for finding romance besides Tinder -- they call on the god of marriage and love https://t.co/Gm00s684S0 "	2/14/19	0	0	0.9366	1
"These days, it's all about swiping right to find a partner. But some Taiwan residents have another method for finding romance besides Tinder -- they call on the god of marriage and love https://t.co/gbDC1zZrIQ "	2/13/19	0	0	0.9366	1
"China and Taiwan have marked the #LunarNewYear holiday by releasing competing videos of military grandstanding, in the latest rhetorical clash between the two governments https://t.co/VHBaKmtvKV https://t.co/8fa20rYy2s "	2/6/19	0	0	0.4019	1
"Taiwanese electronics giant Foxconn is now planning to recruit workers for a ""technology hub"" in Wisconsin, instead of hiring the blue-collar factory workers that Trump promised to put back to work. The move caught state officials off guard. https://t.co/QLmNgh4CYs "	1/31/19	1	0	0.3612	1
"Wisconsin state and local officials promised $4 billion in tax breaks to Foxconn to build a factory and create 13,000 blue-collar jobs. Now, the Taiwanese electronics manufacturer may be changing its plans. https://t.co/wo6DHTGzfX https://t.co/9fvREPQVMK "	1/31/19	0	0	0.5574	1
"Taiwanese electronics giant Foxconn is now planning to recruit workers for a ""technology hub"" in Wisconsin rather than a factory, instead of hiring the blue-collar workers that Trump promised to put back to work. The move caught state officials off guard. https://t.co/oHD5BQyKDa "	1/30/19	1	0	0.3612	1
"Taiwanese company Foxconn may drop plans to build flat screen panels at a Wisconsin plant for which it was promised $4 billion in state and local tax dollars. But the company says it will develop the property and still expects to hire up to 13,000 workers. https://t.co/wo6DHTGzfX https://t.co/GIMqiZTVOL "	1/30/19	0	0	0.0516	1
"Gigi Wu, a Taiwanese internet star famous for hiking mountains, has been found dead after falling into a gorge 100 feet deep, the island's state media reported https://t.co/Y7LV1FhllC https://t.co/1uqVZyA4F2 "	1/22/19	0	0	-0.7096	-1
Taiwan's military held large-scale drills on its west coast Thursday amid growing tensions between the self-governed island and an increasingly belligerent Beijing https://t.co/tZbaftw0Z9 https://t.co/M1SKoyJwP3 	1/17/19	0	0	-0.25	-1
"China has made a series of ambitious military reforms and acquired new technology in recent years as it aims to improve its ability to fight regional conflicts over places like Taiwan, according to a new report from the US Defense Intelligence Agency https://t.co/cRTgeKqFNH https://t.co/qxXpdS2Daa "	1/16/19	0	0	0.8481	1
"China has made a series of ambitious military reforms and acquired new technology in recent years as it aims to improve its ability to fight regional conflicts over places like Taiwan, according to a new report from the US Defense Intelligence Agency https://t.co/YQ4LvnWUc5 https://t.co/5jwUyZ2PIS "	1/15/19	0	0	0.8481	1
"Xi Jinping has called on Taiwan to reject independence and embrace ""peaceful reunification"" with China https://t.co/PRAgHSB43s https://t.co/cT9nSySnyn "	1/2/19	0	0	0.4215	1
"Inspired by the French movement, Taiwan's own ""yellow vest"" protests are expected to continue on Saturday, with anti-tax demonstrators preparing to take to the streets again https://t.co/9W3OZwkLxJ "	12/21/18	0	0	0.3182	1
"Din Tai Fung has become the world's most famous purveyor of xiaolong bao, or pork soup dumplings. But will the Taiwanese restaurant chain win over London, a city increasingly spoiled for choice when it comes to authentic and good quality Asian cuisine? https://t.co/BpW3zgHqXY https://t.co/p4MF6Bhlbk "	12/17/18	0	0	0.872	1
Taiwan voters reject same-sex marriage https://t.co/7gZqUhO0r2 https://t.co/1My9CL1bGY 	11/25/18	0	0	-0.4019	-1
"In Taiwan, the Democratic Progressive Party's loss is China's gain and a setback for the US, writes Baohui Zhang for @CNNOpinion https://t.co/x1AbebafvA https://t.co/xUvSjDtkDX "	11/25/18	0	0	0.5859	1
"Taiwanese voters rejected same-sex marriage in a referendum, dealing a blow to LGBT advocates who hoped the island would become the first place in Asia to allow same-sex unions. https://t.co/QqgkU42eTr https://t.co/I7iAzL9Am6 "	11/25/18	0	0	0.0516	1
Taiwanese President Tsai Ing-wen resigns as head of party after losses in local elections https://t.co/TKFXiBjAs3 https://t.co/RqpL8hG3YN 	11/24/18	0	0	-0.3182	-1
"Three referendum questions on same-sex marriage will be put to Taiwanese voters; 2 drafted by conservatives and 1 by LGBT activists. If one of the questions opposing it passes, the govt. could be compelled to enforce a law already ruled unconstitutional. https://t.co/eFYGwsvoGl "	11/23/18	0	1	0.0516	1
"Fault lines between the US and China were on clear display as senior officials challenged each other over the South China Sea, Taiwan, religious freedom and trade just weeks before President Donald Trump is set to meet with President Xi Jinping https://t.co/21t7l2reJv "	11/9/18	0	0	0.5719	1
Taiwanese electronics manufacturer Foxconn is opening a new plant in Wisconsin. It's now denying reports that it will bring in Chinese workers to fill positions. https://t.co/dX7ob018gM https://t.co/WSuQhsPyjr 	11/7/18	0	0	-0.34	-1
"Super Typhoon Yutu has slammed into the US territory of the Northern Mariana Islands, destroying homes and cutting power, as it tracks northwest toward the Philippines and Taiwan https://t.co/bpsvOcakUl "	10/25/18	0	0	-0.0516	-1
"Super Typhoon Yutu has slammed into the US territory of the Northern Mariana Islands, destroying homes and cutting power, as it tracks northwest toward the Philippines and Taiwan https://t.co/vhVxMpMt6m "	10/25/18	0	0	-0.0516	-1
"The US Navy sailed two warships through the Taiwan Strait on Monday, a show of force that is bound to irritate Beijing and comes amid heightened US-China tensions https://t.co/ptz26G7gRD "	10/23/18	0	0	-0.7184	-1
"The US Navy sailed two warships through the Taiwan Strait on Monday, a show of force that is bound to irritate Beijing and comes amid heightened US-China tensions https://t.co/lia8cAww4M "	10/23/18	0	0	-0.7184	-1
"At least 18 people have been killed and 178 others injured after a train derailed in Yilan County in northeastern Taiwan, according to an update from the island's transport ministry https://t.co/iPYmc1IdJ7 https://t.co/WrO8uQx9r7 "	10/21/18	0	0	-0.8625	-1
This private museum in Taiwan is home to the world's biggest and most comprehensive violin collection https://t.co/P1Sqz9wcUc https://t.co/aIIBBXwsec 	10/4/18	0	0	0.3167	1
"US Vice President Mike Pence is set to ramp up Washington's criticism of Beijing in a speech on Thursday, accusing China of ""reckless harassment"" of US military forces in the South China Sea, and vowing to improve relations with Taiwan https://t.co/e8ym4EAA9S "	10/4/18	0	0	-0.7845	-1
This private museum in Taiwan is home to the world's biggest and most comprehensive violin collection https://t.co/JjcPrg7wX9 https://t.co/bWKBVyuTqt 	10/3/18	0	0	0.3167	1
3D gun creator wanted on child sex assault charge is arrested in Taiwan https://t.co/y8e1HVOw5U https://t.co/x9mECDmObI 	9/22/18	1	1	-0.8519	-1
This is what it's like to travel on Taiwan's stunning 106-year-old mountain railway https://t.co/NNnWk6E3EJ https://t.co/s9jkJ16xaM 	9/18/18	0	0	0.6249	1
China accuses Taiwan of manipulating students with sex to become spies https://t.co/eaSkBwdXrk https://t.co/g0PDOdWKLf 	9/18/18	0	1	-0.5994	-1
China accuses Taiwan of manipulating students with sex to become spies https://t.co/8dH0JasWqc https://t.co/7XBHd01k0K 	9/18/18	0	1	-0.5994	-1
China accuses Taiwan of manipulating students with sex to become spies https://t.co/hcfc3iLlX3 https://t.co/4V5Tzh6UrA 	9/18/18	0	1	-0.5994	-1
"The United States has recalled its top diplomats from Dominican Republic, El Salvador and Panama for consultations over their recent decisions to no longer recognize Taiwan https://t.co/UcOrdoZ5BZ https://t.co/fFO7UrpQ44 "	9/7/18	0	0	0.34	1
"Fire ripped through a hospital in Taiwan, killing at least nine people and injuring more than a dozen, authorities say https://t.co/dlcEYCkuw5 https://t.co/fhVnkpcz5t "	8/13/18	0	0	-0.7783	-1
This story has been updated to clarify that the two tourists involved were from Taiwan https://t.co/Zxe2VmHivy 	8/13/18	0	0	0	0
"Fire ripped through a hospital in Taiwan, killing at least nine people and injuring more than a dozen, authorities say https://t.co/bClyo1vKJh https://t.co/pyCXr6wXiZ "	8/13/18	0	0	-0.7783	-1
"A fire ripped through a hospital in Taiwan, killing at least nine people and injuring more than dozen, authorities said https://t.co/EKPTzAakDv https://t.co/Liv305zAeQ "	8/13/18	0	0	-0.7783	-1
"Make no mistake: All bears are created equal in Taiwan and Christopher Robin"" is screening nationwide."" "	8/8/18	0	1	-0.3818	-1
"Watch the moment thousands of sardines jumped out of the water in a fishing port in Taipei, Taiwan https://t.co/H5O7PacaAS https://t.co/O881u2jpM6 "	7/29/18	0	0	0	0
"Watch the moment thousands of sardines jumped out of the water in a fishing port in Taipei, Taiwan https://t.co/H5O7P9UzJk https://t.co/9vtKhs1CLc "	7/28/18	0	0	0	0
"China has demanded that American Airlines, Delta and United all change how their websites refer to Taiwan, or potentially face sanctions in one of the world's biggest markets for air travel https://t.co/gsLFmjGEFz "	7/25/18	0	0	0.2263	1
"China has demanded that American Airlines, Delta and United all change how their websites refer to Taiwan, or potentially face sanctions in one of the world's biggest markets for air travel https://t.co/D9QoFHlDiR "	7/25/18	0	0	0.2263	1
"Watch the moment thousands of sardines jumped out of the water in a fishing port in Taipei, Taiwan https://t.co/H5O7P9UzJk https://t.co/HmV3dgsmB2 "	7/24/18	0	0	0	0
"Watch the moment thousands of sardines jumped out of the water in a fishing port in Taipei, Taiwan https://t.co/H5O7PacaAS https://t.co/FRGJrri6oH "	7/23/18	0	0	0	0
"Watch the moment thousands of sardines jumped out of the water in a fishing port in Taipei, Taiwan https://t.co/H5O7PacaAS https://t.co/EThv1mOU1f "	7/23/18	0	0	0	0
US destroyers sail through Taiwan Strait in a move that could heighten tensions between Washington and Beijing https://t.co/zk1C0vvKkK https://t.co/Db6eHFxhq1 	7/7/18	0	0	-0.7184	-1
"State Department has requested that US Marines be sent to Taiwan to help safeguard America's de facto embassy there, two US officials tell CNN https://t.co/hvjuEWr1RK "	6/29/18	0	0	0.6486	1
Swaziland is the only African country that still has strong diplomatic relations with Taiwan -- despite pressure from China https://t.co/6a7gF9McaE https://t.co/5s0qpoK6RO 	6/13/18	0	0	0.6355	1
A F-16 fighter jet crashed in mountains near Taipei after going missing during annual military drills that simulate a Chinese attack on Taiwan https://t.co/X8NZ4Zuw2d 	6/5/18	0	0	-0.5719	-1
A F-16 fighter jet crashed in mountains near Taipei after going missing during annual military drills that simulate a Chinese attack on Taiwan https://t.co/vvjZaTKn9k 	6/5/18	0	0	-0.5719	-1
"Beijing's push to isolate Taiwan is gathering pace, with two of the island's few remaining allies switching allegiance to China in the past month https://t.co/SKZ3HCMxKw "	5/29/18	0	0	-0.2023	-1
"Taiwan's President Tsai Ing-wen accused China of ""serial acts of suppression"" and ""dollar diplomacy"" after Burkina Faso became the second country in a month to break off diplomatic ties with the island in favor of Beijing https://t.co/84X7RRY75S https://t.co/tAJtTY8x5k "	5/24/18	0	0	0.128	1
"Gap has apologized for selling a T-shirt which didn't ""reflect the correct map of China in the design,"" leaving out Taiwan and islands claimed by Beijing in the South China Sea https://t.co/PEWLECF7ii "	5/15/18	0	0	0.3182	1
"Gap has apologized for selling a T-shirt which didn't ""reflect the correct map of China in the design,"" leaving out Taiwan and islands claimed by Beijing in the South China Sea https://t.co/WRxHuedmJn "	5/15/18	0	0	0.3182	1
China's release of images reinforces vow to keep Taiwan as a territory https://t.co/kMuEgYx5Q1 https://t.co/rCmbIKDasj 	4/29/18	0	0	0	0
China's release of images reinforces vow to keep Taiwan as a territory https://t.co/2S4xyD80uI https://t.co/Absuj7CZMu 	4/29/18	0	0	0	0
Chinese President Xi Jinping has sent a clear message of Beijing's disapproval over growing ties between the United States and Taiwan by ordering live fire drills in the Taiwan Strait https://t.co/E6BvrqdNIw https://t.co/FBjm1wz182 	4/16/18	0	0	0.5719	1
Chinese President Xi Jinping has sent a clear message of Beijing's disapproval over growing ties between the United States and Taiwan by ordering live fire drills in the Taiwan Strait https://t.co/7Q7KN08Hmy https://t.co/KTPF63AGbZ 	4/15/18	0	0	0.5719	1
Taiwan-based company Foxconn makes another big move in the US with Belkin deal https://t.co/ndbT1YIgfX https://t.co/r6cvH0a5Lb 	3/27/18	0	0	0	0
5 things for Tuesday: 	3/20/18	0	0	0	0
All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished by history. 	3/20/18	0	1	-0.9313	-1
All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished by history. 	3/20/18	0	1	-0.9313	-1
5 things for Wednesday: 	2/7/18	0	0	0	0
Dozens of people are missing following a deadly magnitude-6.4 earthquake in Taiwan that killed at least seven people and injured more than 250. It also damaged bridges and buckled roads in the east of the island. https://t.co/cXamIDXG0g https://t.co/WIlhkUXbTi 	2/7/18	0	0	-0.9062	-1
